motor_id,motor_type,day,date,load_pct,temp_c,true_fault,true_severity,f0_hz,fr_hz,slip,rms_a,rms_b,rms_c,rms_mean,crest,thd,sideband_ratio,ecc_ratio,bearing_band,unbalance_pct,vib_rms,vib_crest,vib_high_ratio,health,status,suspected_cause,action,degradation,iforest_anomaly
KI04,TestRig,26,2024-01-27,70.0,46.2,bearing,1.0,100.0,24.99,0.002,1.77,1.78,1.774,1.774,1.448,0.015,2.0,0.0038,0.0053,0.55,0.0602,5.048,0.6889,64.1,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,9.22,False
KI04,TestRig,27,2024-01-28,70.0,46.2,bearing,1.0,100.0,24.99,0.002,1.773,1.783,1.777,1.778,1.448,0.0137,2.0,0.0111,0.0111,0.55,0.0615,6.469,0.722,56.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.154,False
KI04,TestRig,28,2024-01-29,70.0,46.3,bearing,1.0,100.0,24.99,0.002,1.777,1.788,1.781,1.782,1.456,0.0162,2.0,0.0076,0.0076,0.63,0.0606,5.528,0.6884,61.4,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,9.913,False
KI04,TestRig,29,2024-01-30,70.0,46.3,bearing,1.0,100.0,24.99,0.002,1.778,1.788,1.783,1.783,1.449,0.0132,2.0,0.0036,0.0074,0.59,0.0608,5.185,0.7017,61.1,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,9.993,False
KI04,TestRig,30,2024-01-31,70.0,46.3,bearing,1.0,100.0,24.99,0.002,1.781,1.79,1.785,1.785,1.451,0.0163,2.0,0.0055,0.0055,0.51,0.062,5.17,0.7066,59.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.525,False
KI04,TestRig,31,2024-02-01,70.0,46.3,bearing,1.0,100.0,24.99,0.002,1.78,1.788,1.785,1.785,1.447,0.0162,2.0,0.0047,0.0047,0.46,0.0606,4.763,0.7208,56.8,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.159,False
KI04,TestRig,32,2024-02-02,70.0,46.2,bearing,1.0,101.0,25.0,0.002,1.772,1.789,1.786,1.782,1.452,0.0068,2.0,0.0315,0.0397,0.92,0.064,5.082,0.7284,43.2,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,15.593,True
KI04,TestRig,33,2024-02-03,70.0,46.2,bearing,1.0,101.0,25.0,0.002,1.771,1.788,1.786,1.781,1.458,0.004,2.0,0.0221,0.0343,0.94,0.065,4.626,0.6888,52.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.56,True
KI04,TestRig,34,2024-02-04,70.0,46.2,bearing,1.0,101.0,25.0,0.002,1.769,1.785,1.78,1.778,1.456,0.0069,2.0,0.038,0.0511,0.93,0.0641,4.601,0.6928,45.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.907,True
KI04,TestRig,35,2024-02-05,70.0,46.2,bearing,1.0,101.0,25.0,0.002,1.771,1.787,1.784,1.781,1.457,0.0045,2.0,0.0331,0.0389,0.91,0.0645,4.212,0.6667,53.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.196,True
KI04,TestRig,36,2024-02-06,70.0,46.4,bearing,1.0,100.0,24.99,0.002,1.774,1.791,1.783,1.783,1.461,0.0162,2.0,0.0073,0.0073,0.92,0.0639,5.026,0.7046,54.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.958,False
KI04,TestRig,37,2024-02-07,70.0,46.4,bearing,1.0,100.0,24.99,0.002,1.774,1.789,1.782,1.782,1.469,0.0125,2.0,0.0107,0.0107,0.86,0.0646,6.428,0.6742,60.5,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.16,False
KI04,TestRig,38,2024-02-08,70.0,46.4,bearing,1.0,100.0,24.99,0.002,1.775,1.791,1.783,1.783,1.456,0.0167,2.0,0.0074,0.0074,0.89,0.0641,5.493,0.7168,52.5,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.428,False
KI04,TestRig,39,2024-02-09,70.0,46.4,bearing,1.0,100.0,24.99,0.002,1.774,1.788,1.78,1.781,1.462,0.0152,2.0,0.0085,0.0085,0.76,0.065,5.063,0.7218,52.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.582,False
KI04,TestRig,40,2024-02-10,70.0,46.4,bearing,1.0,100.0,25.0,0.002,1.776,1.785,1.783,1.781,1.473,0.0178,2.0,0.0082,0.0082,0.51,0.0642,5.084,0.6881,57.7,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.906,False
KI04,TestRig,41,2024-02-11,70.0,46.4,bearing,1.0,100.0,25.0,0.002,1.774,1.781,1.782,1.779,1.473,0.0181,2.0,0.0066,0.0066,0.44,0.0621,5.638,0.6825,59.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.453,False
KI04,TestRig,42,2024-02-12,70.0,46.4,bearing,1.0,100.0,25.0,0.002,1.772,1.781,1.78,1.778,1.471,0.0187,2.0,0.0073,0.0073,0.5,0.0634,4.512,0.6963,56.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.367,False
KI04,TestRig,43,2024-02-13,70.0,46.4,bearing,1.0,100.0,25.0,0.002,1.773,1.78,1.78,1.778,1.471,0.016,2.0,0.0078,0.0078,0.38,0.0643,5.493,0.6825,60.6,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.126,False
KI04,TestRig,44,2024-02-14,70.0,45.2,bearing,1.0,100.0,24.99,0.002,1.785,1.801,1.792,1.793,1.443,0.0171,2.0,0.0083,0.0083,0.87,0.0578,5.29,0.6947,59.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.522,False
KI04,TestRig,45,2024-02-15,70.0,45.2,bearing,1.0,100.0,24.99,0.002,1.784,1.796,1.788,1.789,1.448,0.0163,2.0,0.0059,0.0059,0.7,0.0565,5.767,0.6904,62.2,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,9.71,False
KI04,TestRig,46,2024-02-16,70.0,45.2,bearing,1.0,100.0,24.99,0.002,1.785,1.797,1.789,1.791,1.452,0.0158,2.0,0.0048,0.0048,0.66,0.0629,5.165,0.7018,58.8,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.598,False
KI04,TestRig,47,2024-02-17,70.0,45.2,bearing,1.0,100.0,24.99,0.002,1.786,1.798,1.791,1.792,1.45,0.0162,2.0,0.0056,0.0056,0.67,0.0629,5.432,0.6857,62.6,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,9.593,False
KI04,TestRig,48,2024-02-18,70.0,46.5,bearing,1.0,100.0,24.99,0.002,1.77,1.778,1.775,1.774,1.47,0.0157,2.0,0.0061,0.0061,0.46,0.0633,5.596,0.7035,56.5,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.264,False
KI04,TestRig,49,2024-02-19,70.0,46.5,bearing,1.0,100.0,24.99,0.002,1.773,1.782,1.776,1.777,1.468,0.0149,2.0,0.0098,0.0098,0.46,0.064,5.617,0.7169,54.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.878,False
KI04,TestRig,50,2024-02-20,70.0,46.5,bearing,1.0,100.0,24.99,0.002,1.77,1.778,1.774,1.774,1.477,0.0157,2.0,0.0076,0.0076,0.49,0.0639,4.856,0.6946,56.8,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.169,False
KI04,TestRig,51,2024-02-21,70.0,46.5,bearing,1.0,100.0,24.99,0.002,1.773,1.784,1.778,1.778,1.46,0.0157,2.0,0.008,0.008,0.6,0.0644,6.083,0.7054,56.8,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.158,False
KI04,TestRig,52,2024-02-22,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.781,1.797,1.791,1.79,1.452,0.017,2.0,0.0039,0.0064,0.89,0.0658,4.839,0.701,56.2,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.353,False
KI04,TestRig,53,2024-02-23,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.784,1.801,1.796,1.794,1.453,0.0176,2.0,0.0059,0.0062,0.95,0.0651,6.624,0.6992,55.6,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.504,False
KI04,TestRig,54,2024-02-24,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.782,1.799,1.794,1.792,1.447,0.0191,2.0,0.0097,0.0097,0.96,0.0633,6.039,0.6724,61.6,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,9.855,False
KI04,TestRig,55,2024-02-25,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.778,1.795,1.787,1.787,1.449,0.0174,2.0,0.0056,0.0056,0.97,0.0595,4.826,0.6823,60.7,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.105,False
KI04,TestRig,56,2024-02-26,70.0,45.4,bearing,1.0,100.0,24.99,0.002,1.78,1.791,1.789,1.787,1.478,0.0046,2.0,0.0211,0.0231,0.58,0.0581,4.779,0.702,52.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.584,True
KI04,TestRig,57,2024-02-27,70.0,45.4,bearing,1.0,100.0,24.99,0.002,1.781,1.787,1.784,1.784,1.471,0.0079,2.0,0.0292,0.0294,0.37,0.0576,4.709,0.6955,52.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.553,True
KI04,TestRig,58,2024-02-28,70.0,45.4,bearing,1.0,100.0,24.99,0.002,1.779,1.79,1.788,1.786,1.492,0.0083,2.0,0.0296,0.0296,0.62,0.0586,7.191,0.6806,49.2,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.492,True
KI04,TestRig,59,2024-02-29,70.0,45.4,bearing,1.0,100.0,24.99,0.002,1.783,1.789,1.788,1.787,1.489,0.0044,2.0,0.0264,0.0264,0.33,0.0587,5.698,0.716,46.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.423,True
KI04,TestRig,60,2024-03-01,70.0,45.5,bearing,1.0,100.0,25.0,0.002,1.782,1.794,1.786,1.787,1.468,0.0155,2.0,0.0087,0.0087,0.68,0.0582,5.345,0.7192,52.7,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.372,False
KI04,TestRig,61,2024-03-02,70.0,45.5,bearing,1.0,100.0,25.0,0.002,1.781,1.792,1.785,1.786,1.468,0.0163,2.0,0.0072,0.0072,0.6,0.0593,4.82,0.695,57.8,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.873,False
KI04,TestRig,62,2024-03-03,70.0,45.5,bearing,1.0,100.0,25.0,0.002,1.783,1.796,1.788,1.789,1.479,0.0163,2.0,0.0069,0.0069,0.72,0.0576,5.223,0.7254,49.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.537,False
KI04,TestRig,63,2024-03-04,70.0,45.5,bearing,1.0,100.0,25.0,0.002,1.78,1.792,1.784,1.786,1.472,0.0152,2.0,0.0091,0.0091,0.67,0.0568,4.757,0.7068,54.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.727,False
KI04,TestRig,64,2024-03-05,70.0,45.6,bearing,1.0,100.0,24.99,0.002,1.783,1.799,1.791,1.791,1.47,0.0086,2.0,0.0114,0.0114,0.9,0.0572,4.629,0.7075,53.7,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.062,True
KI04,TestRig,65,2024-03-06,70.0,45.6,bearing,1.0,100.0,24.99,0.002,1.783,1.801,1.795,1.793,1.461,0.0159,2.0,0.0075,0.0075,1.01,0.0576,5.663,0.7194,51.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.797,False
KI04,TestRig,66,2024-03-07,70.0,45.6,bearing,1.0,100.0,24.99,0.002,1.783,1.801,1.792,1.792,1.459,0.0135,2.0,0.0098,0.0098,1.01,0.0573,5.172,0.7007,56.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.302,False
KI04,TestRig,67,2024-03-08,70.0,45.6,bearing,1.0,100.0,24.99,0.002,1.781,1.798,1.79,1.79,1.463,0.0148,2.0,0.0076,0.0076,0.93,0.0576,5.413,0.7095,54.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.968,False
KI04,TestRig,68,2024-03-09,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.77,1.783,1.775,1.776,1.47,0.0164,2.0,0.0082,0.0082,0.78,0.0585,5.068,0.7227,50.5,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.062,False
KI04,TestRig,69,2024-03-10,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.772,1.787,1.777,1.779,1.466,0.0141,2.0,0.0117,0.0117,0.83,0.0575,4.914,0.7039,55.7,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.472,False
KI04,TestRig,70,2024-03-11,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.771,1.787,1.778,1.778,1.466,0.0166,2.0,0.007,0.007,0.92,0.0576,5.216,0.6987,54.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.709,False
KI04,TestRig,71,2024-03-12,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.771,1.787,1.777,1.778,1.47,0.0142,2.0,0.0107,0.0107,0.93,0.0588,5.241,0.7092,53.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.295,False
KI04,TestRig,72,2024-03-13,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.769,1.782,1.778,1.776,1.449,0.0046,2.0,0.0277,0.0288,0.71,0.0578,5.58,0.7009,53.6,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.099,True
KI04,TestRig,73,2024-03-14,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.769,1.777,1.777,1.774,1.445,0.0051,2.0,0.0282,0.0282,0.45,0.0581,5.805,0.7061,54.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.878,False
KI04,TestRig,74,2024-03-15,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.773,1.785,1.778,1.779,1.446,0.0091,2.0,0.0283,0.0283,0.65,0.0578,6.215,0.722,49.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.25,False
KI04,TestRig,75,2024-03-16,70.0,45.7,bearing,1.0,100.0,24.99,0.002,1.77,1.779,1.778,1.776,1.451,0.0073,2.0,0.0348,0.0348,0.5,0.0594,4.671,0.7137,49.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.441,True
KI04,TestRig,76,2024-03-17,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.778,1.788,1.786,1.784,1.457,0.0171,2.0,0.0058,0.0058,0.58,0.0592,5.39,0.7107,56.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.279,False
KI04,TestRig,77,2024-03-18,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.775,1.785,1.783,1.781,1.445,0.0174,2.0,0.006,0.006,0.56,0.0587,7.476,0.6873,61.7,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,9.829,False
KI04,TestRig,78,2024-03-19,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.779,1.787,1.784,1.783,1.447,0.0163,2.0,0.0087,0.0087,0.5,0.0575,4.712,0.7079,59.8,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.341,False
KI04,TestRig,79,2024-03-20,70.0,45.9,bearing,1.0,100.0,24.99,0.002,1.776,1.786,1.781,1.781,1.44,0.0165,2.0,0.0068,0.0068,0.56,0.0586,5.556,0.7034,60.0,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.275,False
KI16,TestRig,0,2024-01-01,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.745,1.753,1.751,1.749,1.457,0.0171,2.0,0.0072,0.0072,0.47,0.1287,6.838,0.6681,57.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.019,False
KI16,TestRig,1,2024-01-02,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.74,1.75,1.749,1.746,1.46,0.0167,2.0,0.0073,0.0073,0.61,0.1242,7.082,0.6448,61.1,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,9.985,False
KI16,TestRig,2,2024-01-03,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.74,1.751,1.749,1.747,1.457,0.0152,2.0,0.0108,0.0108,0.66,0.1194,7.371,0.6439,62.5,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,9.634,False
KI16,TestRig,3,2024-01-04,70.0,45.3,bearing,1.0,100.0,24.99,0.002,1.741,1.753,1.751,1.748,1.462,0.0153,2.0,0.0094,0.0094,0.71,0.1221,7.205,0.6556,58.2,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.767,False
KI16,TestRig,4,2024-01-05,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.736,1.746,1.744,1.742,1.462,0.0154,2.0,0.0025,0.0056,0.57,0.124,7.094,0.6716,55.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.441,False
KI16,TestRig,5,2024-01-06,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.735,1.746,1.745,1.742,1.459,0.0161,2.0,0.0067,0.0067,0.59,0.1272,6.916,0.6695,56.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.324,False
KI16,TestRig,6,2024-01-07,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.742,1.752,1.75,1.748,1.454,0.0152,2.0,0.0026,0.0055,0.55,0.1285,6.848,0.6769,56.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.292,False
KI16,TestRig,7,2024-01-08,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.741,1.75,1.749,1.747,1.462,0.0156,2.0,0.0104,0.0104,0.5,0.1318,6.676,0.6769,54.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.711,False
KI16,TestRig,8,2024-01-09,70.0,43.1,bearing,1.0,100.0,24.99,0.002,1.734,1.746,1.738,1.739,1.471,0.0157,2.0,0.0055,0.0055,0.72,0.1258,6.991,0.6924,48.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.602,False
KI16,TestRig,9,2024-01-10,70.0,43.1,bearing,1.0,100.0,24.99,0.002,1.735,1.75,1.741,1.742,1.47,0.0156,2.0,0.0041,0.0047,0.85,0.1241,7.091,0.6884,48.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.578,False
KI16,TestRig,10,2024-01-11,70.0,43.1,bearing,1.0,100.0,24.99,0.002,1.735,1.75,1.741,1.742,1.474,0.0142,2.0,0.004,0.006,0.84,0.1291,6.817,0.6979,47.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.204,False
KI16,TestRig,11,2024-01-12,70.0,43.1,bearing,1.0,100.0,24.99,0.002,1.736,1.749,1.743,1.743,1.474,0.0165,2.0,0.0093,0.0093,0.78,0.1312,6.708,0.6997,46.2,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.521,False
KI16,TestRig,12,2024-01-13,70.0,43.4,bearing,1.0,100.0,25.0,0.002,1.734,1.75,1.743,1.742,1.471,0.008,2.0,0.0039,0.0122,0.92,0.1251,7.033,0.6772,50.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.926,True
KI16,TestRig,13,2024-01-14,70.0,43.4,bearing,1.0,100.0,25.0,0.002,1.732,1.742,1.735,1.736,1.486,0.0102,2.0,0.0143,0.0143,0.58,0.1259,6.988,0.6843,49.2,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.475,True
KI16,TestRig,14,2024-01-15,70.0,43.4,bearing,1.0,100.0,25.0,0.002,1.737,1.752,1.744,1.744,1.467,0.0162,2.0,0.0106,0.0106,0.83,0.1315,6.689,0.7038,46.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.459,False
KI16,TestRig,15,2024-01-16,70.0,43.4,bearing,1.0,100.0,25.0,0.002,1.736,1.749,1.741,1.742,1.468,0.0165,2.0,0.0076,0.0076,0.73,0.1325,6.641,0.7035,46.7,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.319,False
KI16,TestRig,16,2024-01-17,70.0,43.3,bearing,1.0,100.0,25.0,0.002,1.743,1.75,1.747,1.747,1.495,0.0164,2.0,0.0079,0.0079,0.39,0.1306,6.737,0.6924,46.2,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.507,False
KI16,TestRig,17,2024-01-18,70.0,43.3,bearing,1.0,100.0,25.0,0.002,1.744,1.751,1.75,1.748,1.481,0.0153,2.0,0.0032,0.0054,0.39,0.1308,6.726,0.6926,48.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.596,False
KI16,TestRig,18,2024-01-19,70.0,43.3,bearing,1.0,100.0,25.0,0.002,1.735,1.744,1.743,1.741,1.481,0.0152,2.0,0.0135,0.0135,0.56,0.1335,6.59,0.6953,47.7,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.998,False
KI16,TestRig,19,2024-01-20,70.0,43.3,bearing,1.0,100.0,25.0,0.002,1.735,1.745,1.746,1.742,1.478,0.0148,2.0,0.0027,0.0099,0.61,0.1329,6.618,0.6899,49.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.535,False
KI16,TestRig,20,2024-01-21,70.0,43.2,bearing,1.0,100.0,25.0,0.002,1.746,1.754,1.751,1.75,1.48,0.0103,2.0,0.0101,0.0103,0.43,0.1301,6.763,0.6933,49.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.417,True
KI16,TestRig,21,2024-01-22,70.0,43.2,bearing,1.0,100.0,25.0,0.002,1.746,1.752,1.751,1.75,1.475,0.0161,2.0,0.0087,0.0087,0.32,0.1295,6.793,0.6824,51.5,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.744,False
KI16,TestRig,22,2024-01-23,70.0,43.2,bearing,1.0,100.0,25.0,0.002,1.742,1.75,1.748,1.747,1.48,0.0177,2.0,0.0067,0.0067,0.41,0.1272,6.919,0.6758,51.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.822,False
KI16,TestRig,23,2024-01-24,70.0,43.2,bearing,1.0,100.0,25.0,0.002,1.74,1.747,1.748,1.745,1.525,0.0189,2.0,0.0068,0.0068,0.46,0.1245,7.064,0.677,43.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,15.515,False
KI16,TestRig,24,2024-01-25,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.732,1.743,1.743,1.74,1.477,0.0192,2.0,0.0065,0.0065,0.63,0.1281,6.866,0.69,47.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.094,False
KI16,TestRig,25,2024-01-26,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.732,1.743,1.743,1.739,1.473,0.0188,2.0,0.0056,0.0056,0.66,0.1338,6.575,0.7032,45.5,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.769,False
KI16,TestRig,26,2024-01-27,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.736,1.745,1.745,1.742,1.485,0.0164,2.0,0.011,0.011,0.53,0.1331,6.61,0.6942,47.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.224,False
KI16,TestRig,27,2024-01-28,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.737,1.746,1.747,1.743,1.481,0.0194,2.0,0.0065,0.0065,0.55,0.1325,6.641,0.6836,48.2,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.821,False
KI16,TestRig,28,2024-01-29,70.0,43.7,bearing,1.0,100.0,24.99,0.002,1.737,1.751,1.745,1.744,1.458,0.0175,2.0,0.0074,0.0074,0.84,0.1287,6.835,0.6767,52.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.496,False
KI16,TestRig,29,2024-01-30,70.0,43.7,bearing,1.0,100.0,24.99,0.002,1.737,1.752,1.744,1.744,1.45,0.0185,2.0,0.0079,0.0079,0.9,0.1323,6.649,0.6916,49.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.277,False
KI16,TestRig,30,2024-01-31,70.0,43.7,bearing,1.0,100.0,24.99,0.002,1.741,1.757,1.75,1.749,1.45,0.018,2.0,0.0095,0.0095,0.9,0.1293,6.806,0.6754,53.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.193,False
KI16,TestRig,31,2024-02-01,70.0,43.7,bearing,1.0,100.0,24.99,0.002,1.74,1.755,1.749,1.748,1.475,0.0192,2.0,0.007,0.007,0.87,0.1298,6.78,0.686,46.7,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.317,False
KI16,TestRig,32,2024-02-02,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.741,1.756,1.749,1.749,1.456,0.0164,2.0,0.0124,0.0124,0.86,0.1382,6.367,0.717,45.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.949,False
KI16,TestRig,33,2024-02-03,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.747,1.76,1.759,1.755,1.457,0.0188,2.0,0.0113,0.0113,0.74,0.1356,6.488,0.7009,47.7,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.997,False
KI16,TestRig,34,2024-02-04,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.741,1.757,1.752,1.75,1.456,0.0136,2.0,0.0173,0.0173,0.92,0.1356,6.488,0.6958,48.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.867,False
KI16,TestRig,35,2024-02-05,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.742,1.757,1.751,1.75,1.461,0.016,2.0,0.0122,0.0122,0.88,0.1338,6.573,0.6922,49.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.559,False
KI16,TestRig,36,2024-02-06,70.0,41.9,bearing,1.0,100.0,24.99,0.002,1.735,1.747,1.744,1.742,1.483,0.0139,2.0,0.0055,0.0077,0.65,0.1355,6.492,0.7076,44.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.975,False
KI16,TestRig,37,2024-02-07,70.0,41.9,bearing,1.0,100.0,24.99,0.002,1.737,1.751,1.748,1.745,1.486,0.0195,2.0,0.0074,0.0074,0.75,0.1398,6.291,0.7198,39.6,Critical,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,17.009,False
KI16,TestRig,38,2024-02-08,70.0,41.9,bearing,1.0,100.0,24.99,0.002,1.735,1.751,1.743,1.743,1.455,0.0178,2.0,0.0049,0.0049,0.88,0.1367,6.435,0.7059,46.5,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.412,False
KI16,TestRig,39,2024-02-09,70.0,41.9,bearing,1.0,100.0,24.99,0.002,1.743,1.759,1.753,1.752,1.459,0.0106,2.0,0.0078,0.015,0.95,0.1339,6.571,0.6988,48.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.779,False
