motor_id,motor_type,day,date,load_pct,temp_c,true_fault,true_severity,f0_hz,fr_hz,slip,rms_a,rms_b,rms_c,rms_mean,crest,thd,sideband_ratio,ecc_ratio,bearing_band,unbalance_pct,vib_rms,vib_crest,vib_high_ratio
KI16,TestRig,30,2024-01-31,70.0,43.7,bearing,1.0,100.0,24.99,0.002,1.741,1.757,1.75,1.749,1.45,0.018,2.0,0.0095,0.0095,0.9,0.1293,6.806,0.6754
KI16,TestRig,31,2024-02-01,70.0,43.7,bearing,1.0,100.0,24.99,0.002,1.74,1.755,1.749,1.748,1.475,0.0192,2.0,0.007,0.007,0.87,0.1298,6.78,0.686
KI16,TestRig,32,2024-02-02,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.741,1.756,1.749,1.749,1.456,0.0164,2.0,0.0124,0.0124,0.86,0.1382,6.367,0.717
KI16,TestRig,33,2024-02-03,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.747,1.76,1.759,1.755,1.457,0.0188,2.0,0.0113,0.0113,0.74,0.1356,6.488,0.7009
KI16,TestRig,34,2024-02-04,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.741,1.757,1.752,1.75,1.456,0.0136,2.0,0.0173,0.0173,0.92,0.1356,6.488,0.6958
KI16,TestRig,35,2024-02-05,70.0,43.7,bearing,1.0,100.0,25.0,0.002,1.742,1.757,1.751,1.75,1.461,0.016,2.0,0.0122,0.0122,0.88,0.1338,6.573,0.6922
KI16,TestRig,36,2024-02-06,70.0,41.9,bearing,1.0,100.0,24.99,0.002,1.735,1.747,1.744,1.742,1.483,0.0139,2.0,0.0055,0.0077,0.65,0.1355,6.492,0.7076
KI16,TestRig,37,2024-02-07,70.0,41.9,bearing,1.0,100.0,24.99,0.002,1.737,1.751,1.748,1.745,1.486,0.0195,2.0,0.0074,0.0074,0.75,0.1398,6.291,0.7198
KI16,TestRig,38,2024-02-08,70.0,41.9,bearing,1.0,100.0,24.99,0.002,1.735,1.751,1.743,1.743,1.455,0.0178,2.0,0.0049,0.0049,0.88,0.1367,6.435,0.7059
KI16,TestRig,39,2024-02-09,70.0,41.9,bearing,1.0,100.0,24.99,0.002,1.743,1.759,1.753,1.752,1.459,0.0106,2.0,0.0078,0.015,0.95,0.1339,6.571,0.6988
KI16,TestRig,40,2024-02-10,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.739,1.752,1.746,1.746,1.459,0.0154,2.0,0.0104,0.0104,0.78,0.1363,6.455,0.7014
KI16,TestRig,41,2024-02-11,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.74,1.754,1.745,1.746,1.455,0.0174,2.0,0.007,0.007,0.79,0.1311,6.709,0.7129
KI16,TestRig,42,2024-02-12,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.743,1.755,1.746,1.748,1.452,0.0154,2.0,0.0087,0.0087,0.68,0.1324,6.646,0.6987
KI16,TestRig,43,2024-02-13,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.748,1.759,1.751,1.753,1.478,0.0146,2.0,0.0075,0.0075,0.65,0.1298,6.78,0.6886
KI16,TestRig,44,2024-02-14,70.0,44.9,bearing,1.0,100.0,25.0,0.002,1.743,1.756,1.748,1.749,1.474,0.0162,2.0,0.0073,0.0073,0.75,0.1248,7.05,0.6589
KI16,TestRig,45,2024-02-15,70.0,44.9,bearing,1.0,100.0,25.0,0.002,1.739,1.75,1.743,1.744,1.481,0.0163,2.0,0.0076,0.0076,0.59,0.1199,7.339,0.648
KI16,TestRig,46,2024-02-16,70.0,44.9,bearing,1.0,100.0,25.0,0.002,1.738,1.746,1.741,1.742,1.484,0.0156,2.0,0.0056,0.0056,0.45,0.1192,7.378,0.6505
KI16,TestRig,47,2024-02-17,70.0,44.9,bearing,1.0,100.0,25.0,0.002,1.735,1.742,1.739,1.739,1.483,0.0144,2.0,0.0116,0.0116,0.39,0.1237,7.11,0.6555
KI16,TestRig,48,2024-02-18,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.74,1.754,1.748,1.747,1.473,0.0172,2.0,0.0055,0.0055,0.81,0.1302,6.758,0.6887
KI16,TestRig,49,2024-02-19,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.737,1.746,1.74,1.741,1.452,0.0155,2.0,0.0079,0.0079,0.54,0.137,6.422,0.7166
KI16,TestRig,50,2024-02-20,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.743,1.75,1.745,1.746,1.458,0.0104,2.0,0.0042,0.0081,0.45,0.1373,6.41,0.7202
KI16,TestRig,51,2024-02-21,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.74,1.747,1.744,1.744,1.451,0.0167,2.0,0.0069,0.0069,0.4,0.1353,6.501,0.7079
KI16,TestRig,52,2024-02-22,70.0,44.1,bearing,1.0,100.0,24.99,0.002,1.739,1.754,1.749,1.748,1.457,0.019,2.0,0.0059,0.0059,0.85,0.12,7.332,0.6622
KI16,TestRig,53,2024-02-23,70.0,44.1,bearing,1.0,100.0,24.99,0.002,1.739,1.755,1.748,1.747,1.46,0.0193,2.0,0.0065,0.0065,0.9,0.1271,6.922,0.6763
KI16,TestRig,54,2024-02-24,70.0,44.1,bearing,1.0,100.0,24.99,0.002,1.74,1.754,1.746,1.747,1.464,0.0163,2.0,0.0061,0.0061,0.84,0.1278,6.885,0.6809
KI16,TestRig,55,2024-02-25,70.0,44.1,bearing,1.0,100.0,24.99,0.002,1.743,1.756,1.748,1.749,1.458,0.0173,2.0,0.0061,0.0061,0.77,0.1282,6.861,0.6817
KI16,TestRig,56,2024-02-26,70.0,43.6,bearing,1.0,100.0,24.99,0.002,1.745,1.752,1.751,1.749,1.46,0.017,2.0,0.007,0.007,0.43,0.1228,7.166,0.646
KI16,TestRig,57,2024-02-27,70.0,43.6,bearing,1.0,100.0,24.99,0.002,1.738,1.749,1.748,1.745,1.46,0.0168,2.0,0.0072,0.0072,0.63,0.1212,7.258,0.6498
KI16,TestRig,58,2024-02-28,70.0,43.6,bearing,1.0,100.0,24.99,0.002,1.736,1.75,1.746,1.744,1.475,0.0157,2.0,0.0067,0.0067,0.79,0.1229,7.159,0.6478
KI16,TestRig,59,2024-02-29,70.0,43.6,bearing,1.0,100.0,24.99,0.002,1.734,1.75,1.742,1.742,1.474,0.0158,2.0,0.0086,0.0086,0.88,0.1254,7.015,0.6665
KI16,TestRig,60,2024-03-01,70.0,43.2,bearing,1.0,100.0,24.99,0.002,1.73,1.742,1.734,1.735,1.493,0.0153,2.0,0.0096,0.0096,0.69,0.1208,7.285,0.6687
KI16,TestRig,61,2024-03-02,70.0,43.2,bearing,1.0,100.0,24.99,0.002,1.733,1.743,1.737,1.738,1.478,0.0165,2.0,0.0085,0.0085,0.57,0.1203,7.316,0.663
KI16,TestRig,62,2024-03-03,70.0,43.2,bearing,1.0,100.0,24.99,0.002,1.733,1.741,1.736,1.737,1.476,0.0168,2.0,0.0076,0.0076,0.43,0.1274,6.905,0.6761
KI16,TestRig,63,2024-03-04,70.0,43.2,bearing,1.0,100.0,24.99,0.002,1.73,1.737,1.736,1.735,1.473,0.0184,2.0,0.0071,0.0071,0.4,0.1284,6.853,0.6767
KI16,TestRig,64,2024-03-05,70.0,43.4,bearing,1.0,100.0,24.99,0.002,1.733,1.742,1.741,1.739,1.483,0.0185,2.0,0.0079,0.0079,0.52,0.1254,7.018,0.6645
KI16,TestRig,65,2024-03-06,70.0,43.4,bearing,1.0,100.0,24.99,0.002,1.734,1.745,1.746,1.742,1.5,0.0132,2.0,0.0097,0.0128,0.66,0.1227,7.173,0.6486
KI16,TestRig,66,2024-03-07,70.0,43.4,bearing,1.0,100.0,24.99,0.002,1.739,1.749,1.748,1.745,1.482,0.0199,2.0,0.0075,0.0075,0.57,0.1224,7.19,0.6493
KI16,TestRig,67,2024-03-08,70.0,43.4,bearing,1.0,100.0,24.99,0.002,1.733,1.747,1.744,1.741,1.475,0.0202,2.0,0.0075,0.0075,0.8,0.1285,6.845,0.6834
KI16,TestRig,68,2024-03-09,70.0,45.4,bearing,1.0,100.0,25.0,0.002,1.743,1.751,1.749,1.747,1.462,0.0177,2.0,0.0071,0.0071,0.46,0.1182,7.442,0.6562
KI16,TestRig,69,2024-03-10,70.0,45.4,bearing,1.0,100.0,25.0,0.002,1.734,1.744,1.743,1.74,1.464,0.0094,2.0,0.0135,0.0135,0.61,0.1284,6.851,0.6787
KI16,TestRig,70,2024-03-11,70.0,45.4,bearing,1.0,100.0,25.0,0.002,1.727,1.744,1.737,1.736,1.469,0.0095,2.0,0.0066,0.0093,0.93,0.1315,6.691,0.6918
KI16,TestRig,71,2024-03-12,70.0,45.4,bearing,1.0,100.0,25.0,0.002,1.734,1.749,1.745,1.742,1.461,0.0151,2.0,0.0063,0.0063,0.84,0.1307,6.733,0.6862
KI16,TestRig,72,2024-03-13,70.0,43.0,bearing,1.0,100.0,24.99,0.002,1.744,1.759,1.749,1.751,1.472,0.0041,2.0,0.019,0.019,0.81,0.129,6.822,0.6873
KI16,TestRig,73,2024-03-14,70.0,43.0,bearing,1.0,100.0,24.99,0.002,1.744,1.756,1.748,1.749,1.474,0.0141,2.0,0.0064,0.0064,0.7,0.1314,6.694,0.7001
KI16,TestRig,74,2024-03-15,70.0,43.0,bearing,1.0,100.0,24.99,0.002,1.744,1.757,1.749,1.75,1.48,0.0119,2.0,0.0114,0.0114,0.78,0.1335,6.592,0.7047
KI16,TestRig,75,2024-03-16,70.0,43.0,bearing,1.0,100.0,24.99,0.002,1.744,1.754,1.747,1.748,1.474,0.0156,2.0,0.0056,0.0056,0.61,0.1323,6.649,0.6869
KI16,TestRig,76,2024-03-17,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.733,1.745,1.738,1.739,1.459,0.0152,2.0,0.0026,0.0061,0.7,0.1257,7.0,0.6721
KI16,TestRig,77,2024-03-18,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.734,1.743,1.737,1.738,1.457,0.016,2.0,0.0089,0.0089,0.51,0.1251,7.035,0.67
KI16,TestRig,78,2024-03-19,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.736,1.744,1.741,1.74,1.462,0.0106,2.0,0.0032,0.0103,0.48,0.1284,6.852,0.6845
KI16,TestRig,79,2024-03-20,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.738,1.745,1.742,1.742,1.465,0.0174,2.0,0.0072,0.0072,0.44,0.1312,6.706,0.6877
